Country,State,LGA,Ward,
NIGERIA,ABIA,ABA NORTH,Ariaria,
NIGERIA,ABIA,ABA NORTH,Asaokpoja,
NIGERIA,ABIA,ABA NORTH,Asaokpulor,
NIGERIA,ABIA,ABA NORTH,Eziama  ward,
NIGERIA,ABIA,ABA NORTH,Industrial,
NIGERIA,ABIA,ABA NORTH,Ogbor 1,
NIGERIA,ABIA,ABA NORTH,Ogbor 2,
NIGERIA,ABIA,ABA NORTH,Old GRA,
NIGERIA,ABIA,ABA NORTH,Osusu 1,
NIGERIA,ABIA,ABA NORTH,Osusu 2,
NIGERIA,ABIA,ABA NORTH,St. Eugene,
NIGERIA,ABIA,ABA NORTH,Umuogor,
NIGERIA,ABIA,ABA NORTH,Umuola,
NIGERIA,ABIA,ABA NORTH,Uratta,
NIGERIA,ABIA,ABA SOUTH,Aba River,
NIGERIA,ABIA,ABA SOUTH,Aba Town Hall,
NIGERIA,ABIA,ABA SOUTH,Asa,
NIGERIA,ABIA,ABA SOUTH,Ekeoha,
NIGERIA,ABIA,ABA SOUTH,Elu Ohazu,
NIGERIA,ABIA,ABA SOUTH,Eyimba,
NIGERIA,ABIA,ABA SOUTH,Eziukwu 1,
NIGERIA,ABIA,ABA SOUTH,Eziukwu 2 (Park Ward),
NIGERIA,ABIA,ABA SOUTH,Glocester,
NIGERIA,ABIA,ABA SOUTH,Igwebuike,
NIGERIA,ABIA,ABA SOUTH,Iheorji,
NIGERIA,ABIA,ABA SOUTH,Mosque,
NIGERIA,ABIA,ABA SOUTH,Ngwa 1,
NIGERIA,ABIA,ABA SOUTH,Ngwa 2,
NIGERIA,ABIA,ABA SOUTH,Okporo Enyi,
NIGERIA,ABIA,ABA SOUTH,Umuogele,
NIGERIA,ABIA,AROCHUKWU,Arochukwu 1,
NIGERIA,ABIA,AROCHUKWU,Arochukwu 2,
NIGERIA,ABIA,AROCHUKWU,Arochukwu 3,
NIGERIA,ABIA,AROCHUKWU,Arochukwu 4,
NIGERIA,ABIA,AROCHUKWU,Ebemoha,
NIGERIA,ABIA,AROCHUKWU,Eleoha Ihe 1,
NIGERIA,ABIA,AROCHUKWU,Eleoha Ihe 2,
NIGERIA,ABIA,AROCHUKWU,Eleoha Ihe 3,
NIGERIA,ABIA,AROCHUKWU,Eleoha Ututu,
NIGERIA,ABIA,AROCHUKWU,Etiti  Abam,
NIGERIA,ABIA,AROCHUKWU,Ikwunihe 1,
NIGERIA,ABIA,AROCHUKWU,Ikwunihe 2,
NIGERIA,ABIA,AROCHUKWU,Isu,
NIGERIA,ABIA,AROCHUKWU,Ohaeke,
NIGERIA,ABIA,AROCHUKWU,Ohafor 1,
NIGERIA,ABIA,AROCHUKWU,Ohafor 2,
NIGERIA,ABIA,AROCHUKWU,Ovukwu,
NIGERIA,ABIA,AROCHUKWU,Ututu,
NIGERIA,ABIA,BENDE,Alayi 1,
NIGERIA,ABIA,BENDE,Alayi 2,
NIGERIA,ABIA,BENDE,Bende,
NIGERIA,ABIA,BENDE,Igbere 1,
NIGERIA,ABIA,BENDE,Igbere 2,
NIGERIA,ABIA,BENDE,Igbere 3,
NIGERIA,ABIA,BENDE,Item 1,
NIGERIA,ABIA,BENDE,Item 2,
NIGERIA,ABIA,BENDE,Item 3,
NIGERIA,ABIA,BENDE,Item 4,
NIGERIA,ABIA,BENDE,Itumbauzo 1,
NIGERIA,ABIA,BENDE,Itumbauzo 2,
NIGERIA,ABIA,BENDE,Nkpa 1,
NIGERIA,ABIA,BENDE,Nkpa 2,
NIGERIA,ABIA,BENDE,Ozuitem,
NIGERIA,ABIA,BENDE,Ugwueke,
NIGERIA,ABIA,BENDE,Umuhu/Eze,
NIGERIA,ABIA,BENDE,Umummenyi,
NIGERIA,ABIA,BENDE,Uzuakoli 1,
NIGERIA,ABIA,BENDE,Uzuakoli 2,
NIGERIA,ABIA,IKWUANO,Agbala-Ozu,
NIGERIA,ABIA,IKWUANO,Ahala-Uda/Oru-Igwe,
NIGERIA,ABIA,IKWUANO,Ajatanigu,
NIGERIA,ABIA,IKWUANO,Ariam 1,
NIGERIA,ABIA,IKWUANO,Ariam 2,
NIGERIA,ABIA,IKWUANO,Azuiyi,
NIGERIA,ABIA,IKWUANO,Ekpiri,
NIGERIA,ABIA,IKWUANO,Ibere 1,
NIGERIA,ABIA,IKWUANO,Ibere 2,
NIGERIA,ABIA,IKWUANO,Ikemba,
NIGERIA,ABIA,IKWUANO,Oboro 2,
NIGERIA,ABIA,IKWUANO,Oboro 3,
NIGERIA,ABIA,IKWUANO,Oboro 4,
NIGERIA,ABIA,IKWUANO,Oboro I,
NIGERIA,ABIA,IKWUANO,Oloko 1,
NIGERIA,ABIA,IKWUANO,Oloko 2,
NIGERIA,ABIA,IKWUANO,Ugwuegbu,
NIGERIA,ABIA,IKWUANO,Umudike,
NIGERIA,ABIA,IKWUANO,Usaka,
NIGERIA,ABIA,ISIALA NGWA NORTH,Achiudo,
NIGERIA,ABIA,ISIALA NGWA NORTH,Agburueze,
NIGERIA,ABIA,ISIALA NGWA NORTH,Ahiabaubi,
NIGERIA,ABIA,ISIALA NGWA NORTH,Amaasa Nsulu,
NIGERIA,ABIA,ISIALA NGWA NORTH,Amano,
NIGERIA,ABIA,ISIALA NGWA NORTH,Amaorji,
NIGERIA,ABIA,ISIALA NGWA NORTH,Amapu Ntigha,
NIGERIA,ABIA,ISIALA NGWA NORTH,Amasa Ntigha,
NIGERIA,ABIA,ISIALA NGWA NORTH,Eziama Ntigha,
NIGERIA,ABIA,ISIALA NGWA NORTH,Ihie,
NIGERIA,ABIA,ISIALA NGWA NORTH,Isiala Amapu,
NIGERIA,ABIA,ISIALA NGWA NORTH,Isiala Enyiala,
NIGERIA,ABIA,ISIALA NGWA NORTH,Isiala Nsulli,
NIGERIA,ABIA,ISIALA NGWA NORTH,Ngwaukwu 1,
NIGERIA,ABIA,ISIALA NGWA NORTH,Ngwaukwu 2,
NIGERIA,ABIA,ISIALA NGWA NORTH,Ori Anauga,
NIGERIA,ABIA,ISIALA NGWA NORTH,Umuelemoha,
NIGERIA,ABIA,ISIALA NGWA NORTH,Umunna Nsu,
NIGERIA,ABIA,ISIALA NGWA NORTH,Umuoha,
NIGERIA,ABIA,ISIALA NGWA NORTH,Umuomainta,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Aku-na-Ekpu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Alaukwu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Amaise,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Amaise Ahaba,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Amaitoli,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Anya Mbutu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Ehi-na-Uguru,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Ikeala Mbutu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Mbutu Ngwa,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Mbutu Ukwu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Ngwaobi,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Obintu-Mbutu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Okporo Ahaba,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Omoba,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Osokwa,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Ovungwu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Ovuokwu,
NIGERIA,ABIA,ISIALA NGWA SOUTH,Owerre/Ochei,
NIGERIA,ABIA,ISUIKWUATO,Acha/Amachara,
NIGERIA,ABIA,ISUIKWUATO,Achara,
NIGERIA,ABIA,ISUIKWUATO,Amaiyi/Obilohia,
NIGERIA,ABIA,ISUIKWUATO,Eluama,
NIGERIA,ABIA,ISUIKWUATO,Ezere,
NIGERIA,ABIA,ISUIKWUATO,Ikeagha 1,
NIGERIA,ABIA,ISUIKWUATO,Ikeagha 2,
NIGERIA,ABIA,ISUIKWUATO,Imenyi 1,
NIGERIA,ABIA,ISUIKWUATO,Imenyi 2,
NIGERIA,ABIA,ISUIKWUATO,Isiala,
NIGERIA,ABIA,ISUIKWUATO,Isunabo,
NIGERIA,ABIA,ISUIKWUATO,Ndundu,
NIGERIA,ABIA,ISUIKWUATO,Obialaugo,
NIGERIA,ABIA,ISUIKWUATO,Oguduasa,
NIGERIA,ABIA,ISUIKWUATO,Ovim,
NIGERIA,ABIA,ISUIKWUATO,Ugwuele/Ngodo/Mbaugwu,
NIGERIA,ABIA,ISUIKWUATO,Umuanyi/ ABSU,
NIGERIA,ABIA,ISUIKWUATO,Umuasua,
NIGERIA,ABIA,ISUIKWUATO,Umunnekwu 1,
NIGERIA,ABIA,ISUIKWUATO,Umunnekwu 2,
NIGERIA,ABIA,OBINGWA,Abala,
NIGERIA,ABIA,OBINGWA,Abayi 1,
NIGERIA,ABIA,OBINGWA,Abayi 2,
NIGERIA,ABIA,OBINGWA,Ahiaba,
NIGERIA,ABIA,OBINGWA,Akpaa Mbato,
NIGERIA,ABIA,OBINGWA,Akumaimo,
NIGERIA,ABIA,OBINGWA,Alaukwu Ohanze,
NIGERIA,ABIA,OBINGWA,Isiala Itu,
NIGERIA,ABIA,OBINGWA,Mgboko Amiri,
NIGERIA,ABIA,OBINGWA,Mgboko Itungwa,
NIGERIA,ABIA,OBINGWA,Mgboko Umuanunu 1,
NIGERIA,ABIA,OBINGWA,Mgboko Umuanunu 2,
NIGERIA,ABIA,OBINGWA,Ndiakata,
NIGERIA,ABIA,OBINGWA,Ntighauzor,
NIGERIA,ABIA,OHAFIA,Agboji,
NIGERIA,ABIA,OHAFIA,Akanukwu,
NIGERIA,ABIA,OHAFIA,Amaogudu 1,
NIGERIA,ABIA,OHAFIA,Amaogudu 2,
NIGERIA,ABIA,OHAFIA,Ameke 1,
NIGERIA,ABIA,OHAFIA,Ameke 2,
NIGERIA,ABIA,OHAFIA,Amibe/Ezioke,
NIGERIA,ABIA,OHAFIA,Amiyi/Umuokwu,
NIGERIA,ABIA,OHAFIA,Ania,
NIGERIA,ABIA,OHAFIA,Ebemoha,
NIGERIA,ABIA,OHAFIA,Isiama,
NIGERIA,ABIA,OHAFIA,Ndi Elu,
NIGERIA,ABIA,OHAFIA,Ndi Etiti,
NIGERIA,ABIA,OHAFIA,Ndiagbo,
NIGERIA,ABIA,OHAFIA,Ohafor,
NIGERIA,ABIA,OHAFIA,Okamu,
NIGERIA,ABIA,OHAFIA,Owuwanyanwu,
NIGERIA,ABIA,OHAFIA,Uduma,
NIGERIA,ABIA,OHAFIA,Ugwufie,
NIGERIA,ABIA,OSISIOMA,Amaise Amapuife,
NIGERIA,ABIA,OSISIOMA,Amaitolu,
NIGERIA,ABIA,OSISIOMA,Amasaa,
NIGERIA,ABIA,OSISIOMA,Amasator,
NIGERIA,ABIA,OSISIOMA,Amator,
NIGERIA,ABIA,OSISIOMA,Amavo,
NIGERIA,ABIA,OSISIOMA,Amavo-Nkwogu,
NIGERIA,ABIA,OSISIOMA,Arongwa,
NIGERIA,ABIA,OSISIOMA,Isiala Okpu,
NIGERIA,ABIA,OSISIOMA,Mbutu Oma,
NIGERIA,ABIA,OSISIOMA,Mbutu Umuojuma,
NIGERIA,ABIA,OSISIOMA,Ode-Okwu,
NIGERIA,ABIA,OSISIOMA,Okpu-Umuobo,
NIGERIA,ABIA,OSISIOMA,Osokwa,
NIGERIA,ABIA,OSISIOMA,Otu-Obi,
NIGERIA,ABIA,OSISIOMA,Umunneise,
NIGERIA,ABIA,OSISIOMA,Uratta,
NIGERIA,ABIA,OSISIOMA,Uratta Amaise,
NIGERIA,ABIA,UGWUNAGBO,Abayi Mbasaa,
NIGERIA,ABIA,UGWUNAGBO,Amapu Ideobia,
NIGERIA,ABIA,UGWUNAGBO,Asa Amauhi,
NIGERIA,ABIA,UGWUNAGBO,Asa Umunka,
NIGERIA,ABIA,UGWUNAGBO,Ihie Obuaku,
NIGERIA,ABIA,UGWUNAGBO,Ihie Ukwu,
NIGERIA,ABIA,UGWUNAGBO,Ngwaiyiekwe,
NIGERIA,ABIA,UGWUNAGBO,Nkpukpuevula,
NIGERIA,ABIA,UGWUNAGBO,Obeaja,
NIGERIA,ABIA,UGWUNAGBO,Obegu,
NIGERIA,ABIA,UGWUNAGBO,Owerri Aba,
NIGERIA,ABIA,UGWUNAGBO,Umu-Ada,
NIGERIA,ABIA,UGWUNAGBO,Umu-Arukwu,
NIGERIA,ABIA,UGWUNAGBO,Umuchima,
NIGERIA,ABIA,UGWUNAGBO,Umugo,
NIGERIA,ABIA,UKWA EAST,Akwete Ohandu,
NIGERIA,ABIA,UKWA EAST,Amakam Akwete,
NIGERIA,ABIA,UKWA EAST,Azumini,
NIGERIA,ABIA,UKWA EAST,Ikuorie,
NIGERIA,ABIA,UKWA EAST,Ikwuariato East,
NIGERIA,ABIA,UKWA EAST,Ikwueke West,
NIGERIA,ABIA,UKWA EAST,Ikwuriato West,
NIGERIA,ABIA,UKWA EAST,Mbam-Abuo,
NIGERIA,ABIA,UKWA EAST,Mpukpuaja Ogbuagu,
NIGERIA,ABIA,UKWA EAST,Obeaku,
NIGERIA,ABIA,UKWA EAST,Obohia,
NIGERIA,ABIA,UKWA EAST,Ohambele,
NIGERIA,ABIA,UKWA EAST,Ohuru Mkporobe,
NIGERIA,ABIA,UKWA EAST,Umuigube Achara,
NIGERIA,ABIA,UKWA WEST,Asa North,
NIGERIA,ABIA,UKWA WEST,Asa South 1,
NIGERIA,ABIA,UKWA WEST,Asa South 2,
NIGERIA,ABIA,UKWA WEST,Ipu East,
NIGERIA,ABIA,UKWA WEST,Ipu South,
NIGERIA,ABIA,UKWA WEST,Ipu West,
NIGERIA,ABIA,UKWA WEST,Isi Umuiku,
NIGERIA,ABIA,UKWA WEST,Obokwe 1,
NIGERIA,ABIA,UKWA WEST,Obokwe 2,
NIGERIA,ABIA,UKWA WEST,Obuzor,
NIGERIA,ABIA,UKWA WEST,Ogwe,
NIGERIA,ABIA,UKWA WEST,Ozaa Ukwu 1,
NIGERIA,ABIA,UKWA WEST,Ozaa Ukwu 2,
NIGERIA,ABIA,UKWA WEST,Ozaa West,
NIGERIA,ABIA,UMUAHIA NORTH,Afaraukwu,
NIGERIA,ABIA,UMUAHIA NORTH,Afugiri 1,
NIGERIA,ABIA,UMUAHIA NORTH,Afugiri 2,
NIGERIA,ABIA,UMUAHIA NORTH,Azueke,
NIGERIA,ABIA,UMUAHIA NORTH,Ibeku East 1,
NIGERIA,ABIA,UMUAHIA NORTH,Ibeku East 2,
NIGERIA,ABIA,UMUAHIA NORTH,Ibeku West,
NIGERIA,ABIA,UMUAHIA NORTH,Isingwu,
NIGERIA,ABIA,UMUAHIA NORTH,Mbaocha,
NIGERIA,ABIA,UMUAHIA NORTH,Ndume,
NIGERIA,ABIA,UMUAHIA NORTH,Nkwo Achara,
NIGERIA,ABIA,UMUAHIA NORTH,Nkwoegwu,
NIGERIA,ABIA,UMUAHIA NORTH,Okaiuga-Alike,
NIGERIA,ABIA,UMUAHIA NORTH,Oriendu,
NIGERIA,ABIA,UMUAHIA NORTH,Ugba Urban 4,
NIGERIA,ABIA,UMUAHIA NORTH,Umuhu,
NIGERIA,ABIA,UMUAHIA NORTH,Urban 1,
NIGERIA,ABIA,UMUAHIA NORTH,Urban 2,
NIGERIA,ABIA,UMUAHIA NORTH,Urban 3,
NIGERIA,ABIA,UMUAHIA NORTH,Urban 5,
NIGERIA,ABIA,UMUAHIA SOUTH,Ahiaukwu A,
NIGERIA,ABIA,UMUAHIA SOUTH,Ahiaukwu B,
NIGERIA,ABIA,UMUAHIA SOUTH,Amakama,
NIGERIA,ABIA,UMUAHIA SOUTH,Amangwu Umuobia Umudere,
NIGERIA,ABIA,UMUAHIA SOUTH,Ezeleke,
NIGERIA,ABIA,UMUAHIA SOUTH,Eziama,
NIGERIA,ABIA,UMUAHIA SOUTH,Nsirimo,
NIGERIA,ABIA,UMUAHIA SOUTH,Ogbodi Ukwu,
NIGERIA,ABIA,UMUAHIA SOUTH,Ohiocha,
NIGERIA,ABIA,UMUAHIA SOUTH,Old Umuahia,
NIGERIA,ABIA,UMUAHIA SOUTH,Omaegwu,
NIGERIA,ABIA,UMUAHIA SOUTH,Ubakala A,
NIGERIA,ABIA,UMUAHIA SOUTH,Ubakala B,
NIGERIA,ABIA,UMUNNEOCHI,Amauba/Umugbuele,
NIGERIA,ABIA,UMUNNEOCHI,Amorie,
NIGERIA,ABIA,UMUNNEOCHI,Amuda,
NIGERIA,ABIA,UMUNNEOCHI,Aroikpa,
NIGERIA,ABIA,UMUNNEOCHI,Eziama Agbor,
NIGERIA,ABIA,UMUNNEOCHI,Eziama Ugwu,
NIGERIA,ABIA,UMUNNEOCHI,Ezingodo,
NIGERIA,ABIA,UMUNNEOCHI,Lekwesi,
NIGERIA,ABIA,UMUNNEOCHI,Leru,
NIGERIA,ABIA,UMUNNEOCHI,Lokpanta,
NIGERIA,ABIA,UMUNNEOCHI,Lokpaukwu,
NIGERIA,ABIA,UMUNNEOCHI,Mbala/Achara,
NIGERIA,ABIA,UMUNNEOCHI,Obinolu/Obiagu/Lomara,
NIGERIA,ABIA,UMUNNEOCHI,Obinulo/Umugbokocha,
NIGERIA,ABIA,UMUNNEOCHI,Ubaha/Akawa,
NIGERIA,ABIA,UMUNNEOCHI,Umuaku 1,
NIGERIA,ABIA,UMUNNEOCHI,Umuaku 2,
NIGERIA,ABIA,UMUNNEOCHI,Umudim/Umuloghu,
NIGERIA,ABIA,UMUNNEOCHI,Umuobasi,
NIGERIA,ADAMAWA,Demsa,BILLE,
NIGERIA,ADAMAWA,Demsa,BORRONG,
NIGERIA,ADAMAWA,Demsa,DEMSA,
NIGERIA,ADAMAWA,Demsa,DILLI,
NIGERIA,ADAMAWA,Demsa,DONG,
NIGERIA,ADAMAWA,Demsa,DWAM,
NIGERIA,ADAMAWA,Demsa,GWAMBA,
NIGERIA,ADAMAWA,Demsa,KPASHAM,
NIGERIA,ADAMAWA,Demsa,MBULA,
NIGERIA,ADAMAWA,Demsa,N/DEMSA,
NIGERIA,ADAMAWA,Fufore,BETI,
NIGERIA,ADAMAWA,Fufore,FARANG,
NIGERIA,ADAMAWA,Fufore,FUFORE,
NIGERIA,ADAMAWA,Fufore,GURING,
NIGERIA,ADAMAWA,Fufore,KARLAHI,
NIGERIA,ADAMAWA,Fufore,MAYO-INE,
NIGERIA,ADAMAWA,Fufore,PARIYA,
NIGERIA,ADAMAWA,Fufore,RIBADU-F,
NIGERIA,ADAMAWA,Fufore,UKI-TUKI,
NIGERIA,ADAMAWA,Fufore,WURO-BOKKI,
NIGERIA,ADAMAWA,Fufore,YADIM,
NIGERIA,ADAMAWA,Ganye,BAKARI/GOSO,
NIGERIA,ADAMAWA,Ganye,GAMU,
NIGERIA,ADAMAWA,Ganye,GANYE 1,
NIGERIA,ADAMAWA,Ganye,GANYE 2,
NIGERIA,ADAMAWA,Ganye,GURUM/PAWO,
NIGERIA,ADAMAWA,Ganye,JAGGU,
NIGERIA,ADAMAWA,Ganye,SANGASSUMI,
NIGERIA,ADAMAWA,Ganye,SUGU,
NIGERIA,ADAMAWA,Ganye,TIMDORE,
NIGERIA,ADAMAWA,Ganye,YEBBI,
NIGERIA,ADAMAWA,Girei,DAMARE,
NIGERIA,ADAMAWA,Girei,DARKI,
NIGERIA,ADAMAWA,Girei,GEREI A,
NIGERIA,ADAMAWA,Girei,GEREI B,
NIGERIA,ADAMAWA,Girei,GERENG,
NIGERIA,ADAMAWA,Girei,JERA BONYO,
NIGERIA,ADAMAWA,Girei,JERABAKARI,
NIGERIA,ADAMAWA,Girei,MODIRE,
NIGERIA,ADAMAWA,Girei,TAMBO,
NIGERIA,ADAMAWA,Girei,WURO-DOLE,
NIGERIA,ADAMAWA,Gombi,BOGA,
NIGERIA,ADAMAWA,Gombi,DUWA,
NIGERIA,ADAMAWA,Gombi,GAANDA,
NIGERIA,ADAMAWA,Gombi,GABUN,
NIGERIA,ADAMAWA,Gombi,GARKIDA,
NIGERIA,ADAMAWA,Gombi,GOMBI NORTH,
NIGERIA,ADAMAWA,Gombi,GOMBI SOUTH,
NIGERIA,ADAMAWA,Gombi,GUYAKU,
NIGERIA,ADAMAWA,Gombi,TAWA,
NIGERIA,ADAMAWA,Gombi,YANG,
NIGERIA,ADAMAWA,Guyuk,BANJIRAM,
NIGERIA,ADAMAWA,Guyuk,BOBINI,
NIGERIA,ADAMAWA,Guyuk,BODENO,
NIGERIA,ADAMAWA,Guyuk,CHIKILA,
NIGERIA,ADAMAWA,Guyuk,DUKUL,
NIGERIA,ADAMAWA,Guyuk,DUMMA,
NIGERIA,ADAMAWA,Guyuk,GUYUK,
NIGERIA,ADAMAWA,Guyuk,KOLA,
NIGERIA,ADAMAWA,Guyuk,LOKORO,
NIGERIA,ADAMAWA,Guyuk,PURAKAYO,
NIGERIA,ADAMAWA,Hong,BANGSHIKA,
NIGERIA,ADAMAWA,Hong,DAKSIRI,
NIGERIA,ADAMAWA,Hong,GARAHA,
NIGERIA,ADAMAWA,Hong,GAYASIKAMI,
NIGERIA,ADAMAWA,Hong,HILDI,
NIGERIA,ADAMAWA,Hong,HONG,
NIGERIA,ADAMAWA,Hong,HOSHERIZUM,
NIGERIA,ADAMAWA,Hong,KWARHI,
NIGERIA,ADAMAWA,Hong,MAYOLOPE,
NIGERIA,ADAMAWA,Hong,SHANGUI,
NIGERIA,ADAMAWA,Hong,THILBANG,
NIGERIA,ADAMAWA,Hong,UBA,
NIGERIA,ADAMAWA,Jada,DANABA,
NIGERIA,ADAMAWA,Jada,JADA 1,
NIGERIA,ADAMAWA,Jada,JADA 2,
NIGERIA,ADAMAWA,Jada,KOMA 1,
NIGERIA,ADAMAWA,Jada,KOMA 2,
NIGERIA,ADAMAWA,Jada,LEKO,
NIGERIA,ADAMAWA,Jada,MAPEO,
NIGERIA,ADAMAWA,Jada,MAYO-KALAYE,
NIGERIA,ADAMAWA,Jada,MBULO,
NIGERIA,ADAMAWA,Jada,NYIBANGO,
NIGERIA,ADAMAWA,Jada,YELLI,
NIGERIA,ADAMAWA,Lamurde,DUBWANGE,
NIGERIA,ADAMAWA,Lamurde,GYAWANA,
NIGERIA,ADAMAWA,Lamurde,LAFIYA,
NIGERIA,ADAMAWA,Lamurde,LAMURDE,
NIGERIA,ADAMAWA,Lamurde,NGBAKAWO,
NIGERIA,ADAMAWA,Lamurde,NGBEBOGUN,
NIGERIA,ADAMAWA,Lamurde,OPALO,
NIGERIA,ADAMAWA,Lamurde,RIGANGE,
NIGERIA,ADAMAWA,Lamurde,SUWA,
NIGERIA,ADAMAWA,Lamurde,WADUKU,
NIGERIA,ADAMAWA,Madagali,BEBEL,
NIGERIA,ADAMAWA,Madagali,DUHU,
NIGERIA,ADAMAWA,Madagali,GULAK,
NIGERIA,ADAMAWA,Madagali,HYAMBULA,
NIGERIA,ADAMAWA,Madagali,KIRCHINGA,
NIGERIA,ADAMAWA,Madagali,MADAGALI,
NIGERIA,ADAMAWA,Madagali,PALLAM,
NIGERIA,ADAMAWA,Madagali,SUKUR,
NIGERIA,ADAMAWA,Madagali,WAGGA,
NIGERIA,ADAMAWA,Madagali,WULLA,
NIGERIA,ADAMAWA,Maiha,BELEL,
NIGERIA,ADAMAWA,Maiha,HUMBUTUDI,
NIGERIA,ADAMAWA,Maiha,KONKOL,
NIGERIA,ADAMAWA,Maiha,MAIHA GARI,
NIGERIA,ADAMAWA,Maiha,MANJEKIN,
NIGERIA,ADAMAWA,Maiha,MAYONGULI,
NIGERIA,ADAMAWA,Maiha,PAKKA,
NIGERIA,ADAMAWA,Maiha,SORAU A,
NIGERIA,ADAMAWA,Maiha,SORAU B,
NIGERIA,ADAMAWA,Maiha,TAMBAJAM,
NIGERIA,ADAMAWA,Mayo-Belwa,BAJAMA,
NIGERIA,ADAMAWA,Mayo-Belwa,BENYERI,
NIGERIA,ADAMAWA,Mayo-Belwa,GANFADA,
NIGERIA,ADAMAWA,Mayo-Belwa,GENGLE,
NIGERIA,ADAMAWA,Mayo-Belwa,GOROBI,
NIGERIA,ADAMAWA,Mayo-Belwa,JERENG,
NIGERIA,ADAMAWA,Mayo-Belwa,MAYO-FARANG,
NIGERIA,ADAMAWA,Mayo-Belwa,MBILLA,
NIGERIA,ADAMAWA,Mayo-Belwa,NDIKONG,
NIGERIA,ADAMAWA,Mayo-Belwa,RIBADU,
NIGERIA,ADAMAWA,Mayo-Belwa,TOLA,
NIGERIA,ADAMAWA,Mayo-Belwa,YOFFO,
NIGERIA,ADAMAWA,Michika,BAZZA MARGI,
NIGERIA,ADAMAWA,Michika,FUTUDOU/FUTULESS,
NIGERIA,ADAMAWA,Michika,GARTA/GHUMCHI,
NIGERIA,ADAMAWA,Michika,JIGALAMBU,
NIGERIA,ADAMAWA,Michika,MADZI,
NIGERIA,ADAMAWA,Michika,MICHIKA 1,
NIGERIA,ADAMAWA,Michika,MICHIKA 2,
NIGERIA,ADAMAWA,Michika,MINKISI/WUROGIKI,
NIGERIA,ADAMAWA,Michika,MODA/DLAKA/GHENJAWA,
NIGERIA,ADAMAWA,Michika,MUNKAVACCITTA,
NIGERIA,ADAMAWA,Michika,SINA KWANDE,
NIGERIA,ADAMAWA,Michika,TSUKUMU/TILIJO,
NIGERIA,ADAMAWA,Michika,TUMBARA NGABILI,
NIGERIA,ADAMAWA,Michika,VI/BOKKA,
NIGERIA,ADAMAWA,Michika,WANBILIMI/TILLI,
NIGERIA,ADAMAWA,Michika,ZAH,
NIGERIA,ADAMAWA,Mubi North,BAHULI,
NIGERIA,ADAMAWA,Mubi North,BETSO,
NIGERIA,ADAMAWA,Mubi North,DIGIL,
NIGERIA,ADAMAWA,Mubi North,KOLERE,
NIGERIA,ADAMAWA,Mubi North,LOKUWA,
NIGERIA,ADAMAWA,Mubi North,MAYO BANI,
NIGERIA,ADAMAWA,Mubi North,MIJILU,
NIGERIA,ADAMAWA,Mubi North,MUCHALA,
NIGERIA,ADAMAWA,Mubi North,SABON LAYI,
NIGERIA,ADAMAWA,Mubi North,VIMTIM,
NIGERIA,ADAMAWA,Mubi North,YELWA-M,
NIGERIA,ADAMAWA,Mubi South,DIRBISHI,
NIGERIA,ADAMAWA,Mubi South,DUVU,
NIGERIA,ADAMAWA,Mubi South,GELLA,
NIGERIA,ADAMAWA,Mubi South,GUDE,
NIGERIA,ADAMAWA,Mubi South,KWAJA,
NIGERIA,ADAMAWA,Mubi South,LAMURDE-M,
NIGERIA,ADAMAWA,Mubi South,MUGULBU,
NIGERIA,ADAMAWA,Mubi South,MUJARA,
NIGERIA,ADAMAWA,Mubi South,NASSARAWO,
NIGERIA,ADAMAWA,Mubi South,NDUKU,
NIGERIA,ADAMAWA,Numan,BARE,
NIGERIA,ADAMAWA,Numan,BOLKI,
NIGERIA,ADAMAWA,Numan,GAMADIO,
NIGERIA,ADAMAWA,Numan,IMBURU,
NIGERIA,ADAMAWA,Numan,KODOMTI,
NIGERIA,ADAMAWA,Numan,NUMAN I,
NIGERIA,ADAMAWA,Numan,NUMAN II,
NIGERIA,ADAMAWA,Numan,NUMAN III,
NIGERIA,ADAMAWA,Numan,SABON PEGI,
NIGERIA,ADAMAWA,Numan,VULPI,
NIGERIA,ADAMAWA,Shelleng,BAKTA,
NIGERIA,ADAMAWA,Shelleng,BODWAI,
NIGERIA,ADAMAWA,Shelleng,GUNDO,
NIGERIA,ADAMAWA,Shelleng,GWAPOPOLOK,
NIGERIA,ADAMAWA,Shelleng,JUMBUL,
NIGERIA,ADAMAWA,Shelleng,KETEMBERE,
NIGERIA,ADAMAWA,Shelleng,KIRI,
