Country,State,LGA,Ward,
NIGERIA,KADUNA,Zango Kataf,Gora  Ward,
NIGERIA,KADUNA,Zango Kataf,Ikulu,
NIGERIA,KADUNA,Zango Kataf,Kamanton,
NIGERIA,KADUNA,Zango Kataf,Madekiya,
NIGERIA,KADUNA,Zango Kataf,Ungwar Gaiya,
NIGERIA,KADUNA,Zango Kataf,Ungwar Rimi,
NIGERIA,KADUNA,Zango Kataf,Zaman Dabo,
NIGERIA,KADUNA,Zango Kataf,Zango Urban,
NIGERIA,KADUNA,Zango Kataf,Zonkwa,
NIGERIA,KADUNA,Zango Kataf,Zonzon,
NIGERIA,KADUNA,ZARIA,DAMBO,
NIGERIA,KADUNA,ZARIA,DUTSEN ABBA,
NIGERIA,KADUNA,ZARIA,GYALLESU,
NIGERIA,KADUNA,ZARIA,KAURA,
NIGERIA,KADUNA,ZARIA,KUFENA,
NIGERIA,KADUNA,ZARIA,KWARBAI   B,
NIGERIA,KADUNA,ZARIA,KWARBAI  A,
NIGERIA,KADUNA,ZARIA,L/KONA,
NIGERIA,KADUNA,ZARIA,T/TUKUR,
NIGERIA,KADUNA,ZARIA,T/WADA,
NIGERIA,KADUNA,ZARIA,UN/FATIKA,
NIGERIA,KADUNA,ZARIA,UN/JUMA,
NIGERIA,KADUNA,ZARIA,WUCIRI,
NIGERIA,KANO,AJINGI,Ajingi,
NIGERIA,KANO,AJINGI,Balare,
NIGERIA,KANO,AJINGI,Chula,
NIGERIA,KANO,AJINGI,Dabi,
NIGERIA,KANO,AJINGI,Dundun,
NIGERIA,KANO,AJINGI,Gafasa,
NIGERIA,KANO,AJINGI,Gurduba,
NIGERIA,KANO,AJINGI,Kunkurawa,
NIGERIA,KANO,AJINGI,Toranke,
NIGERIA,KANO,AJINGI,Unguwar Bai,
NIGERIA,KANO,ALBASU,Albasu ward,
NIGERIA,KANO,ALBASU,Bataiya,
NIGERIA,KANO,ALBASU,Daho,
NIGERIA,KANO,ALBASU,Duja,
NIGERIA,KANO,ALBASU,Fanda,
NIGERIA,KANO,ALBASU,Faragai,
NIGERIA,KANO,ALBASU,Gagarame,
NIGERIA,KANO,ALBASU,Hungu,
NIGERIA,KANO,ALBASU,Saya-Saya,
NIGERIA,KANO,ALBASU,Tsangaya,
NIGERIA,KANO,BAGWAI,Bagwai,
NIGERIA,KANO,BAGWAI,Dangada,
NIGERIA,KANO,BAGWAI,Gadanya,
NIGERIA,KANO,BAGWAI,Gogori,
NIGERIA,KANO,BAGWAI,Kiyawa,
NIGERIA,KANO,BAGWAI,Kwajale,
NIGERIA,KANO,BAGWAI,Rimin Doko,
NIGERIA,KANO,BAGWAI,Romo,
NIGERIA,KANO,BAGWAI,Sare-Sare,
NIGERIA,KANO,BAGWAI,Wuro Bagga,
NIGERIA,KANO,BEBEJI,ANADARIYA,
NIGERIA,KANO,BEBEJI,BAGUDA,
NIGERIA,KANO,BEBEJI,BEBEJI,
NIGERIA,KANO,BEBEJI,DAMAU,
NIGERIA,KANO,BEBEJI,DURMAWA,
NIGERIA,KANO,BEBEJI,GARGAI,
NIGERIA,KANO,BEBEJI,GWARMAI,
NIGERIA,KANO,BEBEJI,KOFA,
NIGERIA,KANO,BEBEJI,KUKI,
NIGERIA,KANO,BEBEJI,RAHAMA,
NIGERIA,KANO,BEBEJI,RANKA,
NIGERIA,KANO,BEBEJI,RANTAN,
NIGERIA,KANO,BEBEJI,TARIWA,
NIGERIA,KANO,BEBEJI,WAK,
NIGERIA,KANO,BICHI,Badume,
NIGERIA,KANO,BICHI,Bichi,
NIGERIA,KANO,BICHI,Danzabuwa,
NIGERIA,KANO,BICHI,Fagwalo,
NIGERIA,KANO,BICHI,Kaukau,
NIGERIA,KANO,BICHI,Kwamarawa,
NIGERIA,KANO,BICHI,Kyalli,
NIGERIA,KANO,BICHI,Muntsira,
NIGERIA,KANO,BICHI,Saye,
NIGERIA,KANO,BICHI,Waire,
NIGERIA,KANO,BUNKURE,barkum,
NIGERIA,KANO,BUNKURE,bono,
NIGERIA,KANO,BUNKURE,bunkure,
NIGERIA,KANO,BUNKURE,chirin,
NIGERIA,KANO,BUNKURE,gafan,
NIGERIA,KANO,BUNKURE,gurjiya,
NIGERIA,KANO,BUNKURE,gwamma,
NIGERIA,KANO,BUNKURE,kulluwa,
NIGERIA,KANO,BUNKURE,kumurya,
NIGERIA,KANO,BUNKURE,sanda,
NIGERIA,KANO,DALA,ADAKAWA,
NIGERIA,KANO,DALA,BAKIN RUWA,
NIGERIA,KANO,DALA,DALA,
NIGERIA,KANO,DALA,DOGONNAMA,
NIGERIA,KANO,DALA,GOBIRAWA,
NIGERIA,KANO,DALA,GWAMMAJA,
NIGERIA,KANO,DALA,KABUWAYA,
NIGERIA,KANO,DALA,KANTUDU,
NIGERIA,KANO,DALA,KOFAR MAZUGAL,
NIGERIA,KANO,DALA,KOFAR RUWA,
NIGERIA,KANO,DALA,MADIGAWA,
NIGERIA,KANO,DALA,YELWA,
NIGERIA,KANO,DAMBATTA,Ajumawa,
NIGERIA,KANO,DAMBATTA,Dambatta East,
NIGERIA,KANO,DAMBATTA,Dambatta West,
NIGERIA,KANO,DAMBATTA,Fagwalawa,
NIGERIA,KANO,DAMBATTA,goron maje,
NIGERIA,KANO,DAMBATTA,Gwanda,
NIGERIA,KANO,DAMBATTA,Gwarabjawa,
NIGERIA,KANO,DAMBATTA,kore,
NIGERIA,KANO,DAMBATTA,Saidawa,
NIGERIA,KANO,DAMBATTA,San-san,
NIGERIA,KANO,DAWAKIN KUDU, Gurjiya,
NIGERIA,KANO,DAWAKIN KUDU,Daba,
NIGERIA,KANO,DAWAKIN KUDU,Danbagina,
NIGERIA,KANO,DAWAKIN KUDU,Dawaki,
NIGERIA,KANO,DAWAKIN KUDU,Dawakiji,
NIGERIA,KANO,DAWAKIN KUDU,Dosan,
NIGERIA,KANO,DAWAKIN KUDU,Gano,
NIGERIA,KANO,DAWAKIN KUDU,Jido,
NIGERIA,KANO,DAWAKIN KUDU,Tamburawa,
NIGERIA,KANO,DAWAKIN KUDU,Tsakuwa,
NIGERIA,KANO,DAWAKIN KUDU,Unguwar Duniya,
NIGERIA,KANO,DAWAKIN KUDU,Yanbarau,
NIGERIA,KANO,DAWAKIN KUDU,Yankatsari,
NIGERIA,KANO,DAWAKIN KUDU,Yargaya,
NIGERIA,KANO,DAWAKIN KUDU,Zogarawa,
NIGERIA,KANO,DAWAKIN TOFA,Danguguwa,
NIGERIA,KANO,DAWAKIN TOFA,Dawaki East,
NIGERIA,KANO,DAWAKIN TOFA,Dawaki West,
NIGERIA,KANO,DAWAKIN TOFA,Dawanau,
NIGERIA,KANO,DAWAKIN TOFA,Ganduje,
NIGERIA,KANO,DAWAKIN TOFA,Gargari,
NIGERIA,KANO,DAWAKIN TOFA,Jalli,
NIGERIA,KANO,DAWAKIN TOFA,Kwa,
NIGERIA,KANO,DAWAKIN TOFA,Marke,
NIGERIA,KANO,DAWAKIN TOFA,Tattarawa,
NIGERIA,KANO,DAWAKIN TOFA,Tumfafi,
NIGERIA,KANO,DOGUWA, Dadin Kowa,
NIGERIA,KANO,DOGUWA,Dogon kawo,
NIGERIA,KANO,DOGUWA,Doguwa Ward,
NIGERIA,KANO,DOGUWA,Falgore,
NIGERIA,KANO,DOGUWA,Maraku,
NIGERIA,KANO,DOGUWA,Ririwai,
NIGERIA,KANO,DOGUWA,Shere,
NIGERIA,KANO,DOGUWA,Tagwaye,
NIGERIA,KANO,DOGUWA,Unguwar Natsohuwa,
NIGERIA,KANO,DOGUWA,Zainabi,
NIGERIA,KANO,FAGGE,Fagge A,
NIGERIA,KANO,FAGGE,Fagge B,
NIGERIA,KANO,FAGGE,Fagge C,
NIGERIA,KANO,FAGGE,Fagge D1,
NIGERIA,KANO,FAGGE,Fagge D2,
NIGERIA,KANO,FAGGE,Kwachiri,
NIGERIA,KANO,FAGGE,Rijiyar Lemo,
NIGERIA,KANO,FAGGE,Sabon Gari East,
NIGERIA,KANO,FAGGE,sabon Gari west,
NIGERIA,KANO,FAGGE,yammata gabas,
NIGERIA,KANO,GABASAWA,Gabasawa,
NIGERIA,KANO,GABASAWA,Garun Danga,
NIGERIA,KANO,GABASAWA,Joda,
NIGERIA,KANO,GABASAWA,Karmami,
NIGERIA,KANO,GABASAWA,Mekiya,
NIGERIA,KANO,GABASAWA,Tarauni,
NIGERIA,KANO,GABASAWA,Yautar Arewa,
NIGERIA,KANO,GABASAWA,yautar kudu,
NIGERIA,KANO,GABASAWA,Yumbu,
NIGERIA,KANO,GABASAWA,Zakirai,
NIGERIA,KANO,GABASAWA,Zugachi,
NIGERIA,KANO,GARKO,Dal,
NIGERIA,KANO,GARKO,Garin ali,
NIGERIA,KANO,GARKO,Garko Ward,
NIGERIA,KANO,GARKO,Gurjiya,
NIGERIA,KANO,GARKO,Kafin Malamai,
NIGERIA,KANO,GARKO,Katumari,
NIGERIA,KANO,GARKO,Kwas,
NIGERIA,KANO,GARKO,Raba,
NIGERIA,KANO,GARKO,Sarina,
NIGERIA,KANO,GARKO,Zakarawa,
NIGERIA,KANO,GARUN MALLAM,Chiromawa,
NIGERIA,KANO,GARUN MALLAM,Dakasoye,
NIGERIA,KANO,GARUN MALLAM,Dan Sallau,
NIGERIA,KANO,GARUN MALLAM,Fankurun,
NIGERIA,KANO,GARUN MALLAM,Garun Babba,
NIGERIA,KANO,GARUN MALLAM,Garun mallam,
NIGERIA,KANO,GARUN MALLAM,Jobawa,
NIGERIA,KANO,GARUN MALLAM,Kadawa,
NIGERIA,KANO,GARUN MALLAM,Makwaro,
NIGERIA,KANO,GARUN MALLAM,Yadakwari,
NIGERIA,KANO,GAYA,Balan,
NIGERIA,KANO,GAYA,Gamoji,
NIGERIA,KANO,GAYA,Gaya North,
NIGERIA,KANO,GAYA,Gaya South,
NIGERIA,KANO,GAYA,Kademi,
NIGERIA,KANO,GAYA,Kazurawa,
NIGERIA,KANO,GAYA,Maimakawa,
NIGERIA,KANO,GAYA,Shagogo,
NIGERIA,KANO,GAYA,Wudilawa,
NIGERIA,KANO,GEZAWA,Babawa,
NIGERIA,KANO,GEZAWA,Gano Ward,
NIGERIA,KANO,GEZAWA,Gezawa,
NIGERIA,KANO,GEZAWA,Jogana,
NIGERIA,KANO,GEZAWA,Ketawa,
NIGERIA,KANO,GEZAWA,Mesar,
NIGERIA,KANO,GEZAWA,Sabuwar Gezawa,
NIGERIA,KANO,GEZAWA,Tasha Babba,
NIGERIA,KANO,GEZAWA,Tumbau,
NIGERIA,KANO,GEZAWA,Wangara,
NIGERIA,KANO,GEZAWA,Zango ward,
NIGERIA,KANO,GWALE,Dandago,
NIGERIA,KANO,GWALE,Diso,
NIGERIA,KANO,GWALE,Dorayi,
NIGERIA,KANO,GWALE,Galadanchi,
NIGERIA,KANO,GWALE,Goron Dutse,
NIGERIA,KANO,GWALE,Gwale,
NIGERIA,KANO,GWALE,Gyaranya,
NIGERIA,KANO,GWALE,Kabuga,
NIGERIA,KANO,GWALE,Mandawari,
NIGERIA,KANO,GWALE,Sani Mainagge,
NIGERIA,KANO,GWARZO,Getso,
NIGERIA,KANO,GWARZO,Gwarzo Ward,
NIGERIA,KANO,GWARZO,Jamaa,
NIGERIA,KANO,GWARZO,Kara,
NIGERIA,KANO,GWARZO,Kutama,
NIGERIA,KANO,GWARZO,Lakwaya,
NIGERIA,KANO,GWARZO,Madadi,
NIGERIA,KANO,GWARZO,Mainika,
NIGERIA,KANO,GWARZO,sabon Birni,
NIGERIA,KANO,GWARZO,Unguwar Tudu,
NIGERIA,KANO,KABO,Dugabau,
NIGERIA,KANO,KABO,Durun,
NIGERIA,KANO,KABO,Gammo,
NIGERIA,KANO,KABO,Garo,
NIGERIA,KANO,KABO,Godiya,
NIGERIA,KANO,KABO,Gude,
NIGERIA,KANO,KABO,Hayin Galadima,
NIGERIA,KANO,KABO,Kabo,
NIGERIA,KANO,KABO,Kanwa,
NIGERIA,KANO,KABO,Masanawa,
NIGERIA,KANO,KANO MUNICIPAL,Chedi,
NIGERIA,KANO,KANO MUNICIPAL,Da'agundi,
NIGERIA,KANO,KANO MUNICIPAL,Gandun-Albasa,
NIGERIA,KANO,KANO MUNICIPAL,Jakara,
NIGERIA,KANO,KANO MUNICIPAL,Kankarofi,
NIGERIA,KANO,KANO MUNICIPAL,Shahuchi,
NIGERIA,KANO,KANO MUNICIPAL,Sharada,
NIGERIA,KANO,KANO MUNICIPAL,Sheshe,
NIGERIA,KANO,KANO MUNICIPAL,Tudun Nufawa,
NIGERIA,KANO,KANO MUNICIPAL,Tudun Wazirchi,
NIGERIA,KANO,KANO MUNICIPAL,Yakasai,
NIGERIA,KANO,KANO MUNICIPAL,Zaitawa,
NIGERIA,KANO,KANO MUNICIPAL,Zango-KMC,
NIGERIA,KANO,KARAYE,Daura,
NIGERIA,KANO,KARAYE,Kafin Dabga,
NIGERIA,KANO,KARAYE,Kurugu,
NIGERIA,KANO,KARAYE,Magajin Gari,
NIGERIA,KANO,KARAYE,Magajin Haji,
NIGERIA,KANO,KARAYE,Turawa,
NIGERIA,KANO,KARAYE,Yanmedi,
NIGERIA,KANO,KARAYE,Yola,
NIGERIA,KANO,KIBIYA,Durba,
NIGERIA,KANO,KIBIYA,Fammar,
NIGERIA,KANO,KIBIYA,Fassi,
NIGERIA,KANO,KIBIYA,Kadigawa,
NIGERIA,KANO,KIBIYA,Kahu,
NIGERIA,KANO,KIBIYA,Kibiya I,
NIGERIA,KANO,KIBIYA,Kibiya II,
NIGERIA,KANO,KIBIYA,Nariya,
NIGERIA,KANO,KIBIYA,Tarai,
NIGERIA,KANO,KIBIYA,Unguwar Gai,
NIGERIA,KANO,KIRU,Baawa,
NIGERIA,KANO,KIRU,Badafi,
NIGERIA,KANO,KIRU,Bargoni,
NIGERIA,KANO,KIRU,Bauda,
NIGERIA,KANO,KIRU,Dangora,
NIGERIA,KANO,KIRU,Dansoshiya,
NIGERIA,KANO,KIRU,Dashi,
NIGERIA,KANO,KIRU,Galadimawa,
NIGERIA,KANO,KIRU,Kiru,
NIGERIA,KANO,KIRU,Kogo,
NIGERIA,KANO,KIRU,Maraku,
NIGERIA,KANO,KIRU,Tsaudawa,
NIGERIA,KANO,KIRU,Yako,
NIGERIA,KANO,KIRU,Yalwa,
NIGERIA,KANO,KIRU,Zuwo,
NIGERIA,KANO,KUMBOTSO,Chalawa,
NIGERIA,KANO,KUMBOTSO,Chiranchi,
NIGERIA,KANO,KUMBOTSO,Danbare,
NIGERIA,KANO,KUMBOTSO,Danmaliki,
NIGERIA,KANO,KUMBOTSO,Garun Gawa,
NIGERIA,KANO,KUMBOTSO,Kunbotso,
NIGERIA,KANO,KUMBOTSO,Kureken Sani,
NIGERIA,KANO,KUMBOTSO,Mariri,
NIGERIA,KANO,KUMBOTSO,Naibawa,
NIGERIA,KANO,KUMBOTSO,Panshekara,
NIGERIA,KANO,KUMBOTSO,Unguwar Rimi,
NIGERIA,KANO,KUNCHI,Bumai,
NIGERIA,KANO,KUNCHI,Garun Sheme,
NIGERIA,KANO,KUNCHI,Gwarmai,
NIGERIA,KANO,KUNCHI,Kawsuwar Kuka,
NIGERIA,KANO,KUNCHI,Kunchi,
NIGERIA,KANO,KUNCHI,Matanfada,
NIGERIA,KANO,KUNCHI,Ridawa,
NIGERIA,KANO,KUNCHI,Shamakawa,
NIGERIA,KANO,KUNCHI,Shuwaki,
NIGERIA,KANO,KUNCHI,Yandadi,
NIGERIA,KANO,KURA,Dalili,
NIGERIA,KANO,KURA,Danhassan,
NIGERIA,KANO,KURA,Dukawa,
NIGERIA,KANO,KURA,Gundutse,
NIGERIA,KANO,KURA,Karfi,
NIGERIA,KANO,KURA,Kosawa,
NIGERIA,KANO,KURA,Kukunsumau,
NIGERIA,KANO,KURA,Rigar Duka,
NIGERIA,KANO,KURA,Sarki Kura,
NIGERIA,KANO,KURA,Tanawa,
NIGERIA,KANO,MADOBI,Burji,
NIGERIA,KANO,MADOBI,Chinkoso,
NIGERIA,KANO,MADOBI,Galinja,
NIGERIA,KANO,MADOBI,gora,
NIGERIA,KANO,MADOBI,Kafi Agur,
NIGERIA,KANO,MADOBI,Kanwa,
NIGERIA,KANO,MADOBI,Kauran mata,
NIGERIA,KANO,MADOBI,Kubarachi,
NIGERIA,KANO,MADOBI,Kwankwaso,
NIGERIA,KANO,MADOBI,Madobi,
NIGERIA,KANO,MADOBI,Rikadawa,
NIGERIA,KANO,MADOBI,Yakun,
NIGERIA,KANO,MAKODA,Babbar Ruga,
NIGERIA,KANO,MAKODA,Durma,
NIGERIA,KANO,MAKODA,Jibga,
NIGERIA,KANO,MAKODA,Kadandani,
NIGERIA,KANO,MAKODA,Koguna,
NIGERIA,KANO,MAKODA,kwanar Tabo,
NIGERIA,KANO,MAKODA,Maitsidau,
NIGERIA,KANO,MAKODA,Makoda,
NIGERIA,KANO,MAKODA,Satame,
NIGERIA,KANO,MAKODA,Tangaji,
NIGERIA,KANO,MAKODA,Wailare,
NIGERIA,KANO,MINIJIBIR,Azore,
NIGERIA,KANO,MINIJIBIR,Gandirawawa,
NIGERIA,KANO,MINIJIBIR,Kantama,
NIGERIA,KANO,MINIJIBIR,Kunya,
NIGERIA,KANO,MINIJIBIR,Kuru,
NIGERIA,KANO,MINIJIBIR,Kwarkiya,
NIGERIA,KANO,MINIJIBIR,Minjibir,
NIGERIA,KANO,MINIJIBIR,Sarbi,
NIGERIA,KANO,MINIJIBIR,Tsakiya,
NIGERIA,KANO,MINIJIBIR,tsakuwa,
NIGERIA,KANO,MINIJIBIR,Wasai,
NIGERIA,KANO,NASSARAWA,Dakata,
NIGERIA,KANO,NASSARAWA,Gama,
NIGERIA,KANO,NASSARAWA,Gawuna,
NIGERIA,KANO,NASSARAWA,Giginyu,
NIGERIA,KANO,NASSARAWA,Gwagwarwa,
NIGERIA,KANO,NASSARAWA,Hotoro Kudu,
NIGERIA,KANO,NASSARAWA,Hotoron Arewa,
NIGERIA,KANO,NASSARAWA,Kawaji,
NIGERIA,KANO,NASSARAWA,Kofar Goje,
NIGERIA,KANO,NASSARAWA,Tudun wada,
NIGERIA,KANO,NASSARAWA,Tundun Murtala,
NIGERIA,KANO,RANO,Lausa,
NIGERIA,KANO,RANO,Madachi,
NIGERIA,KANO,RANO,Rano Dawaki,
NIGERIA,KANO,RANO,Rano Sabon Gari,
NIGERIA,KANO,RANO,Rurum Sabon Gari,
NIGERIA,KANO,RANO,Rurum Tsohon Gari,
NIGERIA,KANO,RANO,Saji,
NIGERIA,KANO,RANO,Yalwa,
NIGERIA,KANO,RANO,Zinyau,
NIGERIA,KANO,RANO,Zurgu,
NIGERIA,KANO,RIMIN GADO,Butu Butu,
NIGERIA,KANO,RIMIN GADO,Dawakin gulu,
NIGERIA,KANO,RIMIN GADO,Doka Dawa,
NIGERIA,KANO,RIMIN GADO,Dugurawa,
NIGERIA,KANO,RIMIN GADO,Gulu,
NIGERIA,KANO,RIMIN GADO,Jili,
NIGERIA,KANO,RIMIN GADO,Karofin Ysahi,
NIGERIA,KANO,RIMIN GADO,Rimin Gado,
NIGERIA,KANO,RIMIN GADO,Sakaratsa,
NIGERIA,KANO,RIMIN GADO,Tamawa,
NIGERIA,KANO,RIMIN GADO,Yalwa,
NIGERIA,KANO,RIMIN GADO,Zango wrd,
NIGERIA,KANO,ROGO,beli,
NIGERIA,KANO,ROGO,Falgore Ward,
NIGERIA,KANO,ROGO,Fulatan,
NIGERIA,KANO,ROGO,Gwangwan,
NIGERIA,KANO,ROGO,Jajaye,
NIGERIA,KANO,ROGO,Rogo Ruma,
NIGERIA,KANO,ROGO,Rogo Sabon Gari,
NIGERIA,KANO,ROGO,Ruwan Baggo,
NIGERIA,KANO,ROGO,Zarewa,
NIGERIA,KANO,ROGO,Zoza,
NIGERIA,KANO,SHANONO,Alajana,
NIGERIA,KANO,SHANONO,Dutsen Koshi,
NIGERIA,KANO,SHANONO,Faruruwa,
NIGERIA,KANO,SHANONO,goron dutse,
NIGERIA,KANO,SHANONO,Kadamu,
NIGERIA,KANO,SHANONO,Kokiya,
NIGERIA,KANO,SHANONO,Leni,
NIGERIA,KANO,SHANONO,Shakogi,
NIGERIA,KANO,SHANONO,Shanono,
NIGERIA,KANO,SHANONO,Tsaure,
NIGERIA,KANO,SUMAILA,Gala,
NIGERIA,KANO,SUMAILA,Gani,
NIGERIA,KANO,SUMAILA,Garfa,
NIGERIA,KANO,SUMAILA,Gediya,
NIGERIA,KANO,SUMAILA,kanawa,
NIGERIA,KANO,SUMAILA,Magami,
NIGERIA,KANO,SUMAILA,Massu,
NIGERIA,KANO,SUMAILA,Rimi,
NIGERIA,KANO,SUMAILA,rumo,
NIGERIA,KANO,SUMAILA,Sitti,
NIGERIA,KANO,SUMAILA,Sumaila,
NIGERIA,KANO,TAKAI,bagwaro,
NIGERIA,KANO,TAKAI,Durbunde,
NIGERIA,KANO,TAKAI,Fajewa,
NIGERIA,KANO,TAKAI,falali,
NIGERIA,KANO,TAKAI,Faruruwa Ward,
NIGERIA,KANO,TAKAI,Kachako,
NIGERIA,KANO,TAKAI,Karfi,
NIGERIA,KANO,TAKAI,kuka,
NIGERIA,KANO,TAKAI,Takai,
NIGERIA,KANO,TAKAI,Zuga,
NIGERIA,KANO,TARAUNI,babbangiji,
NIGERIA,KANO,TARAUNI,darmanawa,
NIGERIA,KANO,TARAUNI,daurawa,
NIGERIA,KANO,TARAUNI,gyadigyadi arewa,
NIGERIA,KANO,TARAUNI,gyadigyadi kudu,
NIGERIA,KANO,TARAUNI,hotoro,
NIGERIA,KANO,TARAUNI,tarauni,
NIGERIA,KANO,TARAUNI,ung uku cikin gari,
NIGERIA,KANO,TARAUNI,ung. Gamo,
NIGERIA,KANO,TARAUNI,ung. Uku kauyenalu,
NIGERIA,KANO,TOFA,DINDERE,
NIGERIA,KANO,TOFA,doka,
NIGERIA,KANO,TOFA,GAJIDA,
NIGERIA,KANO,TOFA,GINSAWA,
NIGERIA,KANO,TOFA,JANGUZA,
NIGERIA,KANO,TOFA,JAURE,
NIGERIA,KANO,TOFA,KWAMI,
NIGERIA,KANO,TOFA,LAMBU,
NIGERIA,KANO,TOFA,LENGEL,
NIGERIA,KANO,TOFA,TOFA,
NIGERIA,KANO,TOFA,ungwar rimi,
NIGERIA,KANO,TOFA,WANGARA,
NIGERIA,KANO,TOFA,YALWA,
NIGERIA,KANO,TOFA,YANOKO,
NIGERIA,KANO,TOFA,YARIMAWA,
NIGERIA,KANO,TSANYAWA,Daddarawa,
NIGERIA,KANO,TSANYAWA,Dumbulum,
NIGERIA,KANO,TSANYAWA,Gozarki,
NIGERIA,KANO,TSANYAWA,Gurun,
NIGERIA,KANO,TSANYAWA,Kabagiwa,
NIGERIA,KANO,TSANYAWA,Tatsan,
NIGERIA,KANO,TSANYAWA,Tsanyawa,
NIGERIA,KANO,TSANYAWA,Yanganau,
NIGERIA,KANO,TSANYAWA,Yankamaye,
NIGERIA,KANO,TSANYAWA,Zarogi,
NIGERIA,KANO,TUDUN,baburi,
NIGERIA,KANO,TUDUN,burumburum,
NIGERIA,KANO,TUDUN,dalawa,
NIGERIA,KANO,TUDUN,jandutse,
NIGERIA,KANO,TUDUN,jita,
NIGERIA,KANO,TUDUN,karefa,
NIGERIA,KANO,TUDUN,nataala,
NIGERIA,KANO,TUDUN,shuwaki,
NIGERIA,KANO,TUDUN,tudun wada a,
NIGERIA,KANO,TUDUN,tudun wada b,
NIGERIA,KANO,TUDUN,yaryasa,
NIGERIA,KANO,UNGOGO,bachirawa,
NIGERIA,KANO,UNGOGO,gayawa,
NIGERIA,KANO,UNGOGO,kadawa,
NIGERIA,KANO,UNGOGO,karo,
NIGERIA,KANO,UNGOGO,panisau,
NIGERIA,KANO,UNGOGO,rangaza,
NIGERIA,KANO,UNGOGO,rijiyazaki,
NIGERIA,KANO,UNGOGO,tudun fulani,
NIGERIA,KANO,UNGOGO,ungogo,
NIGERIA,KANO,UNGOGO,yadakunya,
NIGERIA,KANO,UNGOGO,zango,
NIGERIA,KANO,WARAWA,amarawa,
NIGERIA,KANO,WARAWA,Danlasan,
NIGERIA,KANO,WARAWA,garindau,
NIGERIA,KANO,WARAWA,gogel,
NIGERIA,KANO,WARAWA,Imawa,
NIGERIA,KANO,WARAWA,Jemagu,
NIGERIA,KANO,WARAWA,Jigawa,
NIGERIA,KANO,WARAWA,JUMMA/GALADIMA,
NIGERIA,KANO,WARAWA,Katarkawa,
NIGERIA,KANO,WARAWA,Madari,
NIGERIA,KANO,WARAWA,TAMBURAWAR GABAS,
NIGERIA,KANO,WARAWA,TANAGAR,
NIGERIA,KANO,WARAWA,Warawa,
NIGERIA,KANO,WARAWA,yandalla,
NIGERIA,KANO,WARAWA,Yangizo,
NIGERIA,KANO,WUDIL,Achika,
NIGERIA,KANO,WUDIL,Dagumawa,
NIGERIA,KANO,WUDIL,Dankaza,
NIGERIA,KANO,WUDIL,Darki,
NIGERIA,KANO,WUDIL,Indabo,
NIGERIA,KANO,WUDIL,Kausani,
NIGERIA,KANO,WUDIL,Lajawa,
NIGERIA,KANO,WUDIL,Sabon Gari,
NIGERIA,KANO,WUDIL,Utai,
NIGERIA,KANO,WUDIL,Wudil,
NIGERIA,KATSINA,BAKORI,BAKORI A,
NIGERIA,KATSINA,BAKORI,BAKORI B,
NIGERIA,KATSINA,BAKORI,Barde/K/kwaram,
NIGERIA,KATSINA,BAKORI,Dawan musa,
NIGERIA,KATSINA,BAKORI,Guga,
NIGERIA,KATSINA,BAKORI,JARGABA,
NIGERIA,KATSINA,BAKORI,KABOMO,
NIGERIA,KATSINA,BAKORI,KAKUMI,
NIGERIA,KATSINA,BAKORI,KANDARAWA,
NIGERIA,KATSINA,BAKORI,Kurami/Yan kwani,
NIGERIA,KATSINA,BAKORI,Tsiga/Makurdi,
NIGERIA,KATSINA,BATAGARAWA,AJIWA,
NIGERIA,KATSINA,BATAGARAWA,BAKIYAWA,
NIGERIA,KATSINA,BATAGARAWA,BARAWA,
NIGERIA,KATSINA,BATAGARAWA,BATAGARAWA,
NIGERIA,KATSINA,BATAGARAWA,DABAIBAYAWA,
NIGERIA,KATSINA,BATAGARAWA,DANDAGORO,
NIGERIA,KATSINA,BATAGARAWA,JINO,
NIGERIA,KATSINA,BATAGARAWA,KAYAUKI,
NIGERIA,KATSINA,BATAGARAWA,TSANNI,
NIGERIA,KATSINA,BATAGARAWA,YARGAMJI,
NIGERIA,KATSINA,BATSARI,ABADUA/KAGARA,
NIGERIA,KATSINA,BATSARI,BATSARI,
NIGERIA,KATSINA,BATSARI,DAN-ALHAJI/YANGAYYA,
NIGERIA,KATSINA,BATSARI,DARINI/MAGAJI ABU,
NIGERIA,KATSINA,BATSARI,KANDAWA,
NIGERIA,KATSINA,BATSARI,KARARE,
NIGERIA,KATSINA,BATSARI,MADOGARA,
NIGERIA,KATSINA,BATSARI,MANAWA,
NIGERIA,KATSINA,BATSARI,RUMAH,
NIGERIA,KATSINA,BATSARI,WAGINI,
NIGERIA,KATSINA,BATSARI,YAUYAU/MALAMAWA,
NIGERIA,KATSINA,BAURE,B/MUTUM,
NIGERIA,KATSINA,BAURE,BAURE,
NIGERIA,KATSINA,BAURE,DAN KUM/AGALA,
NIGERIA,KATSINA,BAURE,FASKI/KAGARA,
NIGERIA,KATSINA,BAURE,GARKI,
NIGERIA,KATSINA,BAURE,HUI,
NIGERIA,KATSINA,BAURE,MAI BARA,
NIGERIA,KATSINA,BAURE,MUDIRI,
NIGERIA,KATSINA,BAURE,TARAMNAWA/BARE,
NIGERIA,KATSINA,BAURE,UNG.RAI,
NIGERIA,KATSINA,BAURE,YAN DUNA,
NIGERIA,KATSINA,BAURE,YAN MAULU,
